customer_id,first_name,last_name,tiktok_campaign,tiktok_cpa,tiktok_conversion,tiktok_dates,email_campaign,email_cpa,email_conversion,email_dates,customer_segment
99,Lissa,Kerbler,frequency purchase,$1.03,false,03/25/2022,we missed you,$4.41,false,8/24/2022,Never
100,Boy,Defau,cross product,$0.58,false,03/31/2022,product launch,$4.47,false,7/3/2022,Seldom
101,Jeno,Ixer,welcome,$0.15,false,04/22/2022,frequency purchase,$4.63,false,11/5/2022,Yearly
102,Rowan,Ostler,abandoned cart,$7.30,false,10/01/2022,welcome,$6.91,true,4/23/2022,Often
103,Ad,Swinburn,welcome,$6.04,true,09/30/2022,frequency purchase,$6.99,true,6/7/2022,Monthly
104,Louella,Stife,abandoned cart,$5.84,false,08/01/2022,abandoned cart,$2.83,true,8/8/2022,Often
105,Gipsy,Alan,cross product,$5.06,true,11/18/2022,we missed you,$6.17,false,4/13/2022,Yearly
106,Casey,Baudou,abandoned cart,$0.29,false,03/02/2022,cross product,$2.43,true,12/1/2022,Seldom
107,Leighton,Brunelli,frequency purchase,$6.41,false,04/01/2022,cross product,$9.35,true,11/24/2022,Seldom
108,Stevana,Shakshaft,we missed you,$4.65,true,06/25/2022,cross product,$5.40,false,2/25/2022,Monthly
109,Erin,Dranfield,frequency purchase,$5.94,true,12/22/2022,we missed you,$7.13,false,10/24/2022,Monthly
110,Jamal,Clive,we missed you,$1.11,false,02/26/2022,we missed you,$1.31,true,4/14/2022,Weekly
111,Blinnie,Gouley,cross product,$9.38,false,10/10/2022,abandoned cart,$4.69,true,4/20/2022,Daily
112,Toni,Hillhouse,product launch,$5.36,true,04/06/2022,we missed you,$0.93,true,10/21/2022,Once
113,Conway,Timbs,we missed you,$4.15,true,08/11/2022,cross product,$4.28,false,8/19/2022,Often
114,Broddie,Husby,abandoned cart,$9.93,true,05/31/2022,abandoned cart,$5.83,false,4/19/2022,Daily
115,Humbert,Fairbrass,welcome,$3.97,true,01/08/2022,we missed you,$7.50,false,5/3/2022,Never
116,Leshia,Wilflinger,product launch,$4.39,false,12/06/2022,abandoned cart,$7.50,true,5/29/2022,Yearly
117,Archie,Umfrey,frequency purchase,$2.69,true,06/23/2022,product launch,$8.50,false,4/6/2022,Seldom
118,Dunc,McGiffin,frequency purchase,$5.59,false,05/11/2022,cross product,$4.38,true,9/12/2022,Yearly
119,Elfreda,Gilson,abandoned cart,$7.98,true,09/13/2022,cross product,$1.61,false,11/6/2022,Seldom
120,Arnuad,Springthorp,abandoned cart,$2.76,true,12/12/2022,welcome,$1.70,false,6/18/2022,Seldom
121,Ediva,Sevitt,abandoned cart,$5.18,true,10/13/2022,welcome,$8.07,true,9/2/2022,Daily
122,Harman,Labuschagne,abandoned cart,$8.13,false,06/16/2022,product launch,$1.98,true,1/26/2022,Weekly
123,Iolanthe,Scouse,we missed you,$8.48,false,09/22/2022,frequency purchase,$5.35,false,4/12/2022,Seldom
124,Ondrea,Quinion,cross product,$0.18,false,09/03/2022,cross product,$1.09,false,9/8/2022,Seldom
125,Dermot,Tutin,product launch,$5.86,false,11/23/2022,frequency purchase,$3.41,true,4/30/2022,Seldom
126,Colene,Brand,frequency purchase,$7.34,false,02/22/2022,product launch,$5.85,false,11/27/2022,Never
127,Kim,Satterthwaite,product launch,$0.95,false,04/25/2022,welcome,$5.54,true,4/6/2022,Monthly
128,Barbra,Trail,cross product,$7.22,true,08/01/2022,product launch,$6.94,false,7/18/2022,Monthly
129,Malissia,Talboy,welcome,$2.83,true,06/14/2022,cross product,$4.14,false,12/9/2022,Monthly
130,Andrey,Flett,welcome,$2.20,false,08/31/2022,product launch,$0.53,false,4/7/2022,Daily
131,Ebenezer,Clevely,product launch,$6.94,true,09/15/2022,abandoned cart,$2.07,false,7/1/2022,Monthly
132,Shaughn,Bridson,we missed you,$3.64,true,10/13/2022,abandoned cart,$0.97,false,5/15/2022,Often
133,Cody,Don,welcome,$8.42,false,09/13/2022,welcome,$4.48,false,2/3/2022,Yearly
134,Iseabal,McIlwreath,product launch,$2.20,false,08/28/2022,product launch,$0.71,true,6/13/2022,Weekly
135,Duff,Whitter,we missed you,$3.10,true,09/19/2022,abandoned cart,$3.43,false,2/16/2022,Often
136,Anett,Dast,abandoned cart,$7.38,false,08/03/2022,welcome,$0.54,false,5/15/2022,Monthly
137,Leigha,Bridger,cross product,$2.88,true,01/08/2022,we missed you,$9.09,true,5/17/2022,Monthly
138,Daven,Geeson,frequency purchase,$5.79,true,01/16/2022,abandoned cart,$1.31,false,4/4/2022,Monthly
139,Mordy,Bertram,product launch,$3.38,true,12/13/2022,we missed you,$2.88,true,11/21/2022,Never
140,Haslett,Dugdale,product launch,$1.21,false,01/09/2022,abandoned cart,$5.57,true,10/14/2022,Often
141,Mirabella,Calcut,we missed you,$5.85,false,05/14/2022,abandoned cart,$8.66,true,12/17/2022,Monthly
142,Niel,Prahl,abandoned cart,$9.02,false,05/20/2022,frequency purchase,$1.52,false,12/17/2022,Daily
143,Genny,Thurske,welcome,$9.20,true,03/27/2022,cross product,$9.32,false,9/24/2022,Never
144,Aurel,Voase,abandoned cart,$0.75,true,05/16/2022,cross product,$9.37,false,8/9/2022,Yearly
145,Austine,Checci,frequency purchase,$9.01,true,02/07/2022,welcome,$4.28,false,2/3/2022,Seldom
146,Jeanne,Kearns,we missed you,$8.33,false,06/01/2022,frequency purchase,$1.43,true,7/5/2022,Never
147,Cristina,Ivic,cross product,$1.69,true,06/30/2022,product launch,$1.65,false,1/22/2022,Weekly
148,Lilli,Purdie,welcome,$4.42,true,06/09/2022,cross product,$4.58,true,9/2/2022,Monthly
149,Domenico,Priel,abandoned cart,$4.15,true,12/17/2022,product launch,$2.39,false,5/9/2022,Daily
150,Lodovico,Shinfield,welcome,$6.67,true,05/07/2022,cross product,$3.77,true,3/24/2022,Weekly
151,Sheelah,Benam,cross product,$9.08,true,05/20/2022,welcome,$5.79,true,3/16/2022,Often
152,Sherrie,Eliyahu,welcome,$5.03,true,06/23/2022,frequency purchase,$4.41,false,7/27/2022,Yearly
153,Kessia,Kops,product launch,$2.06,false,05/06/2022,welcome,$3.37,true,5/27/2022,Yearly
154,Kellia,Piperley,cross product,$2.58,false,09/30/2022,abandoned cart,$3.56,true,5/18/2022,Often
155,Hurlee,Vanacci,frequency purchase,$2.50,false,12/24/2022,frequency purchase,$2.30,true,9/14/2022,Once
156,Wendel,Stanfield,abandoned cart,$4.18,true,09/16/2022,abandoned cart,$2.11,true,3/5/2022,Seldom
157,Darnall,Bruneau,product launch,$3.85,false,01/17/2022,welcome,$2.08,true,8/25/2022,Once
158,Conny,Shildrick,product launch,$7.52,true,08/30/2022,abandoned cart,$9.05,true,2/5/2022,Daily
159,Hetty,Kinman,product launch,$1.33,true,08/31/2022,product launch,$1.12,true,11/7/2022,Daily
160,Gale,Shillington,frequency purchase,$0.62,false,06/12/2022,cross product,$3.99,true,12/14/2022,Weekly
161,Daron,Bech,we missed you,$2.75,true,06/11/2022,cross product,$7.30,false,9/11/2022,Once
162,Irvine,Knolles-Green,product launch,$9.92,true,08/09/2022,frequency purchase,$2.54,true,5/17/2022,Yearly
163,Kort,Simeoli,frequency purchase,$8.02,true,05/15/2022,frequency purchase,$0.78,true,5/11/2022,Yearly
164,Vinnie,Battisson,welcome,$7.76,false,12/26/2022,abandoned cart,$9.32,true,6/22/2022,Once
165,Kassia,Sleep,welcome,$6.37,false,09/04/2022,welcome,$8.60,false,10/1/2022,Monthly
166,Rosanna,Eicke,cross product,$4.98,true,04/03/2022,product launch,$2.66,false,3/9/2022,Daily
167,Mab,Gyurko,cross product,$3.22,false,06/16/2022,product launch,$7.41,false,8/5/2022,Weekly
168,Katya,Petrasek,cross product,$2.05,true,05/15/2022,abandoned cart,$8.00,false,1/1/2022,Daily
169,Estelle,Meeus,product launch,$1.95,true,09/26/2022,we missed you,$8.57,false,10/15/2022,Monthly
170,Georg,Dunstone,product launch,$3.07,true,01/16/2022,abandoned cart,$3.89,false,3/2/2022,Monthly
171,Vivianne,Alliband,welcome,$1.51,false,07/23/2022,we missed you,$1.33,false,12/25/2022,Yearly
172,Krisha,Ferrarini,product launch,$8.62,true,06/21/2022,product launch,$0.49,true,12/25/2022,Daily
173,Emmye,Molineux,product launch,$0.72,false,03/20/2022,frequency purchase,$2.41,false,11/28/2022,Never
174,Mallory,Hartropp,cross product,$7.93,true,12/05/2022,frequency purchase,$8.04,false,10/5/2022,Monthly
175,Deirdre,Vyvyan,cross product,$5.51,false,08/03/2022,we missed you,$2.79,true,7/31/2022,Weekly
176,Obadias,Kelcher,frequency purchase,$3.25,false,04/17/2022,product launch,$8.29,false,3/29/2022,Weekly
177,Linnell,McElrath,welcome,$4.14,true,01/30/2022,welcome,$6.83,true,1/31/2022,Daily
178,Lamont,Gouny,product launch,$4.82,false,03/20/2022,abandoned cart,$5.02,true,10/22/2022,Often
179,Kris,Gauson,frequency purchase,$0.44,true,01/09/2022,abandoned cart,$5.59,false,10/28/2022,Often
180,Jeffry,Freyn,frequency purchase,$4.57,false,07/20/2022,welcome,$3.17,true,3/9/2022,Monthly
181,Dario,Benedidick,cross product,$2.00,true,02/22/2022,cross product,$3.46,true,11/3/2022,Yearly
182,Yovonnda,Lyttle,frequency purchase,$6.58,false,03/03/2022,product launch,$1.06,true,9/13/2022,Weekly
183,Donovan,Hackley,abandoned cart,$3.62,false,11/17/2022,frequency purchase,$8.59,true,5/12/2022,Never
184,Sheppard,Brion,frequency purchase,$8.15,false,11/29/2022,cross product,$4.40,true,6/4/2022,Daily
185,Windham,Ferrarello,cross product,$0.63,false,11/20/2022,welcome,$8.88,false,5/22/2022,Weekly
186,Cynthea,Franklyn,cross product,$0.52,false,01/14/2022,product launch,$5.63,false,12/6/2022,Monthly
187,Nanete,Spera,welcome,$4.09,true,03/22/2022,we missed you,$9.10,false,9/24/2022,Monthly
188,Kessiah,Andrick,abandoned cart,$8.96,false,03/06/2022,product launch,$3.63,false,2/14/2022,Weekly
189,Anastassia,Bantham,product launch,$4.52,false,10/05/2022,frequency purchase,$8.62,true,8/22/2022,Daily
190,Ginni,Ingle,welcome,$1.99,false,06/27/2022,cross product,$8.59,true,10/2/2022,Daily
191,Barbara,Lavelle,abandoned cart,$1.08,false,03/18/2022,welcome,$0.95,false,6/29/2022,Seldom
192,Clemmie,Andrzej,abandoned cart,$5.29,true,02/16/2022,we missed you,$8.13,false,12/13/2022,Daily
193,Jacquetta,Bilfoot,product launch,$8.18,false,08/04/2022,cross product,$2.87,true,9/8/2022,Never
194,Annmaria,Ondracek,we missed you,$4.23,false,06/11/2022,cross product,$6.09,true,4/28/2022,Yearly
195,Guido,Pechard,product launch,$2.58,false,04/13/2022,we missed you,$4.30,false,7/19/2022,Monthly
196,Roz,Flawn,cross product,$0.28,false,01/10/2022,welcome,$8.80,true,12/15/2022,Weekly
197,Sue,Breslin,product launch,$9.38,true,06/10/2022,welcome,$4.74,false,8/15/2022,Once
198,Mart,Braga,cross product,$5.19,false,01/24/2022,abandoned cart,$7.87,true,1/3/2022,Often
199,Nels,Danielkiewicz,frequency purchase,$0.23,true,03/22/2022,we missed you,$4.30,true,10/2/2022,Weekly
200,Cacilia,Aslet,frequency purchase,$0.40,true,03/07/2022,we missed you,$1.37,true,5/19/2022,Never
201,Max,Brideoke,welcome,$8.04,false,01/06/2022,we missed you,$0.56,false,12/22/2022,Seldom
202,Raphael,Skrine,abandoned cart,$3.12,true,12/22/2022,cross product,$8.08,false,6/2/2022,Monthly
203,Idelle,Nathon,welcome,$8.28,true,02/26/2022,product launch,$2.46,false,8/18/2022,Often
204,Clementia,Lembke,cross product,$5.09,false,11/02/2022,frequency purchase,$0.90,false,4/28/2022,Seldom
205,Lonni,Lamar,product launch,$7.09,true,09/19/2022,abandoned cart,$7.91,true,7/10/2022,Often
206,Aguie,Hachette,frequency purchase,$3.53,true,04/10/2022,welcome,$6.26,true,3/18/2022,Seldom
207,Paddie,Petrashkov,abandoned cart,$9.13,true,06/09/2022,we missed you,$3.79,true,8/6/2022,Yearly
208,Natasha,Kornacki,abandoned cart,$6.50,false,11/02/2022,we missed you,$0.04,true,5/18/2022,Seldom
209,Emalee,Dallin,product launch,$4.99,false,09/27/2022,cross product,$6.04,true,4/26/2022,Monthly
210,Byram,Garret,frequency purchase,$4.70,false,06/08/2022,cross product,$2.40,true,9/6/2022,Weekly
211,Perren,Dron,we missed you,$9.09,true,11/26/2022,frequency purchase,$6.90,false,5/8/2022,Monthly
212,Lyndell,Chaloner,frequency purchase,$9.04,false,05/01/2022,cross product,$7.33,false,9/11/2022,Often
213,Antonia,Cavan,welcome,$0.99,true,02/15/2022,frequency purchase,$7.15,true,5/28/2022,Often
214,Teodoro,Antecki,welcome,$6.32,false,10/01/2022,cross product,$1.18,false,5/6/2022,Often
215,Rollins,Borit,abandoned cart,$9.14,true,12/10/2022,frequency purchase,$4.04,false,1/19/2022,Yearly
216,Shena,McGeachie,frequency purchase,$9.94,true,10/13/2022,frequency purchase,$5.87,false,9/16/2022,Often
217,Walker,Dods,we missed you,$5.44,false,10/24/2022,welcome,$1.37,false,4/6/2022,Often
218,Romonda,McMichael,abandoned cart,$2.15,true,10/16/2022,product launch,$8.80,false,10/4/2022,Daily
219,Karia,Hauch,we missed you,$2.61,true,06/04/2022,welcome,$6.98,false,3/16/2022,Once
220,Stefa,Klas,abandoned cart,$3.17,true,08/05/2022,cross product,$5.80,false,2/1/2022,Weekly
221,Ravi,Newsham,frequency purchase,$6.87,true,09/14/2022,we missed you,$1.20,true,10/13/2022,Weekly
222,Kynthia,Eveling,frequency purchase,$4.17,false,06/22/2022,cross product,$9.95,false,6/22/2022,Once
223,Pauli,Di Baudi,abandoned cart,$6.24,false,01/27/2022,abandoned cart,$6.57,false,4/7/2022,Yearly
224,Rhiamon,Dalyiel,product launch,$2.10,false,03/07/2022,welcome,$7.14,true,11/15/2022,Yearly
225,Gail,Jodlkowski,cross product,$4.13,true,08/10/2022,frequency purchase,$7.85,true,3/18/2022,Weekly
226,Quintilla,Mingard,abandoned cart,$4.76,false,07/11/2022,welcome,$9.81,false,7/23/2022,Daily
227,Margeaux,Teasdale,welcome,$3.15,true,08/09/2022,frequency purchase,$4.45,true,3/25/2022,Seldom
228,Austine,Coogan,we missed you,$0.63,false,06/02/2022,cross product,$6.09,false,11/30/2022,Yearly
229,Kurtis,Matuskiewicz,welcome,$6.62,false,11/01/2022,we missed you,$8.07,false,5/5/2022,Daily
230,Mada,Kensy,welcome,$1.77,true,07/30/2022,we missed you,$4.40,true,4/26/2022,Weekly
231,Ferd,Ingyon,welcome,$7.36,false,12/10/2022,cross product,$2.52,true,8/20/2022,Once
232,Elwira,Cotte,we missed you,$4.97,false,04/11/2022,welcome,$9.38,true,8/30/2022,Never
233,Lilas,Longstaffe,cross product,$0.84,true,03/29/2022,welcome,$5.20,true,6/26/2022,Yearly
234,Rosalia,Brogiotti,product launch,$2.91,false,08/10/2022,frequency purchase,$1.34,false,5/9/2022,Yearly
235,Templeton,Rettie,abandoned cart,$5.22,true,08/05/2022,we missed you,$4.26,true,4/24/2022,Often
236,Skylar,Lindhe,cross product,$4.27,false,11/11/2022,product launch,$1.34,false,12/16/2022,Never
237,Frances,Howison,abandoned cart,$0.80,true,02/18/2022,product launch,$8.38,false,11/13/2022,Daily
238,Glad,Meneux,welcome,$2.60,true,11/14/2022,frequency purchase,$7.05,false,5/19/2022,Weekly
239,Shae,Kerrane,product launch,$1.48,true,06/06/2022,product launch,$0.43,true,2/26/2022,Monthly
240,Romain,Dwelley,welcome,$5.01,true,08/24/2022,abandoned cart,$0.58,false,8/8/2022,Monthly
241,Carolina,Inchcomb,we missed you,$3.98,false,04/11/2022,frequency purchase,$7.78,false,6/12/2022,Seldom
242,Kirstin,Reddington,product launch,$6.29,false,07/31/2022,abandoned cart,$4.56,true,6/13/2022,Often
243,Marabel,Smeeth,abandoned cart,$5.01,false,10/01/2022,frequency purchase,$6.54,false,12/28/2022,Once
244,Jarrad,MacKall,product launch,$1.91,true,11/25/2022,product launch,$1.15,false,9/16/2022,Yearly
245,Reginald,Levesley,we missed you,$1.69,false,03/06/2022,cross product,$4.61,true,8/14/2022,Yearly
246,Aaron,Yerby,frequency purchase,$8.41,true,09/09/2022,we missed you,$2.75,true,2/17/2022,Weekly
247,Cecelia,Duligal,frequency purchase,$2.28,false,09/28/2022,we missed you,$7.14,false,10/9/2022,Seldom
248,Keeley,Shanks,product launch,$9.72,true,10/01/2022,abandoned cart,$6.27,true,10/7/2022,Once
249,Zsa zsa,Ibbs,welcome,$2.40,true,01/24/2022,product launch,$6.39,false,10/5/2022,Once
250,Ingaborg,Parken,welcome,$3.67,false,08/13/2022,cross product,$7.76,false,4/26/2022,Daily
251,Tadeo,Chamberlain,product launch,$9.83,true,11/03/2022,cross product,$2.50,true,4/6/2022,Never
252,Sula,Findon,welcome,$8.89,true,04/05/2022,welcome,$8.69,true,3/6/2022,Yearly
